"","country","Community Type","Treats water with acceptable method","Boil","Bleach","Filter","SolarDisinfection","Strain","More than 30 minutes","SurveyYear","Piped onto premises","Female Under 15","Mean Household Size","Female Over 15","Female Any Age","Type","LetStand","Any_water_treatment","Multiple_water_treatment"
"131","Lao","Rural",40.361204826649,37.0045776148953,0.213319080082403,3.56913435611545,NA,4.06489396635179,NA,2017,2.22680712332347,NA,NA,NA,NA,"MICS",1.06043541283202,41.8385960913606,3.04235644930069
"132","Lao","Total",35.4652467990513,32.0893188612224,0.223442098030085,3.69111059461972,NA,3.29397294443654,NA,2017,3.58365069440207,NA,NA,NA,NA,"MICS",0.904072561109138,36.4756150456543,2.82645635306728
"133","Lebanon","Total",8.8426167113147,0.895002772784905,1.10725358194553,6.9149510869123,0.10441855816609,0.352468419042837,NA,2011,44.1435171152245,0.798765477201389,NA,14.5748552602961,15.3736207374975,"MICS",0.303370441807133,9.72255211763665,0.179009288494127
"134","Lesotho","Urban",31.5393150266396,31.0669625889973,0.175853327418961,0.514599472533095,0,0.0907880479509015,NA,2018,72.9247274394575,NA,NA,NA,NA,"MICS",0.199503277952761,31.7871511057345,0.257794099700521
"135","Lesotho","Rural",12.0008711985801,11.4219834467535,0.643241870033108,0.110043073405457,0.0468861441630411,0.737055612789675,NA,2018,9.36021238053716,NA,NA,NA,NA,"MICS",0.558056644129761,13.1777213411402,0.501655564328069
"136","Lesotho","Total",20.3409216305093,19.8075088356904,0.443735499361463,0.282729332402128,0.0268726359062116,0.461194130129782,NA,2018,36.4929393232628,NA,NA,NA,NA,"MICS",0.405006934400078,21.1153055107664,0.397562478343549
"137","Madagascar","Total",45.9,42,5.4,0.9,0,0.9,11.5,2021,6.3,NA,4.3,NA,NA,"DHS",NA,NA,NA
"138","Madagascar","Total",45.9,42,5.4,0.9,0,0.9,11.5,2021,6.3,NA,4.3,NA,NA,"DHS",NA,NA,NA
"139","Madagascar","Urban",38.2786169218833,31.4029928378087,8.66303761152765,2.46293759154457,0.175661615317741,0.716821407777057,NA,2018,14.2755552514847,NA,NA,NA,NA,"MICS",0.367483576469199,39.4391060049284,4.38130368151405
"140","Madagascar","Rural",28.189299440043,25.7958094450823,3.07552794830205,0.226642692198486,0.0637595896897271,0.958337676589247,NA,2018,1.93185552115338,NA,NA,NA,NA,"MICS",0.425085654938728,29.3883855909145,1.14468611871167
"141","Madagascar","Total",30.7120565327329,27.1978430018096,4.47264223861405,0.785811221568766,0.0917398400235594,0.897948370648372,NA,2018,5.01830374728669,NA,NA,NA,NA,"MICS",0.410682693363373,31.9021190883591,1.95397772119912
"142","Malawi","Urban",12.1137133844948,3.62835559834326,8.9660760842544,0.170212671574397,0,0.295986477071796,NA,2020,36.7990935238795,NA,NA,NA,NA,"MICS",0.303511376502402,71.9060929729026,0.83418791437965
"143","Malawi","Rural",21.4920003086971,5.9599487573196,16.691070181754,0.173460929824256,0.0131374579903736,1.8086966438988,NA,2020,2.28754818353825,NA,NA,NA,NA,"MICS",0.841614790638908,72.9381202859754,2.40877709082532
"144","Malawi","Total",19.9961503564826,5.58805636976237,15.458922760269,0.172942828065683,0.0110420149669355,1.56741724510764,NA,2020,7.79218819566828,NA,NA,NA,NA,"MICS",0.755786539399834,72.7734978546826,2.15762790298535
"145","Maldives","Total",20.6,4.5,0.5,16.3,0.1,33.1,0.1,2016,15.8,NA,5.4,NA,NA,"DHS",NA,NA,NA
"146","Maldives","Total",20.6,4.5,0.5,16.3,0.1,33.1,0.1,2016,15.8,NA,5.4,NA,NA,"DHS",NA,NA,NA
"147","Mali","Urban",12.6362952159556,0.0713184848770822,12.4879051282813,0.268491279535948,0.0368274825185657,1.8865355000627,NA,2015,38.2847505188666,10.1245705315985,NA,68.9448154831658,79.0693860147643,"MICS",0.0843101780330609,14.2125328962841,1.19945798898831
"148","Mali","Rural",18.3363723474617,0.910682423709302,17.4443281731789,0.343070672759281,0.0530913787986643,11.7575278151977,NA,2015,2.80735691665426,8.87248661007029,NA,80.1072514529266,88.979738062997,"MICS",0.676889109463591,28.7552716699465,3.28090828267563
"149","Mali","Total",16.9346231084158,0.704268065553141,16.2254565559559,0.324730288008788,0.0490918005984788,9.33007716020777,NA,2015,11.5318721009042,9.06610793887056,NA,78.3811006351159,87.4472085739865,"MICS",0.531163525924381,25.1789563781857,2.7690430398071
"150","Mauritania","Total",12.7,1.4,10.4,0.9,0.9,5.6,19.9,2020,44.3,NA,6.2,NA,NA,"DHS",NA,NA,NA
"151","Mauritania","Total",12.7,1.4,10.4,0.9,0.9,5.6,19.9,2020,44.3,NA,6.2,NA,NA,"DHS",NA,NA,NA
"152","Mauritania","Urban",18.7805440420265,0.852073368987854,18.1672561565478,0.214471951309556,0.166398091451383,1.79602820103558,NA,2015,50.1280621030699,2.62262030230173,NA,22.3213593101627,24.9439796124644,"MICS",0.354236672846242,20.040697054345,0.915959904550098
"153","Mauritania","Rural",6.38682383109276,0.436263800050712,5.67433763742056,0.303239475418057,0.389257606107496,12.47643191307,NA,2015,22.3505520599915,8.91074414569639,NA,60.0781986696942,68.9889428153906,"MICS",0.287579590768318,17.51760954156,1.93632933244179
"154","Mauritania","Total",12.27902574146,0.633947295784218,11.6137002429701,0.261037766308208,0.283306105214179,7.39877209144319,NA,2015,35.5564898216559,6.74641005313381,NA,47.0825235385366,53.8289335916704,"MICS",0.319269590193394,18.7173249359986,1.45122699109639
"155","Mexico","Urban",16.828587195578,12.2303523111899,2.95348065496795,2.55016531180118,0.0020311777504537,0.442367044204132,NA,2015,16.007003414326,0,NA,42.3286776891515,42.3286776891515,"MICS",0.00696259633202443,20.0842266789288,0.907442260131496
"156","Mexico","Rural",37.7199665063825,29.686076017276,10.4648605074035,0.252482643698509,0.00519385068047702,0.958273942301769,NA,2015,32.8157000745833,1.43284864894139,NA,48.4717189332705,49.9045675822119,"MICS",0.141337769223799,40.545132330234,2.85254762112598
"157","Mexico","Total",21.4022317050963,16.0518460335655,4.59790923528814,2.04714521134532,0.00272356581476508,0.555311944433217,NA,2015,19.6868467625622,1.14965199821522,NA,47.2575720609595,48.4072240591747,"MICS",0.0363806765156608,24.5641830624048,1.33327438554534
"158","Moldova","Total",34.4995789838632,21.6690987935084,1.29852693553677,15.2200245247132,0.0149298030205533,1.04468470385219,NA,2012,45.6361600990589,0.561160845225555,NA,49.2637347226702,49.8248955678958,"MICS",4.83074347512328,38.1890258621352,4.03968916676662
"159","Mongolia","Urban",NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,"MICS",NA,NA,NA
"160","Mongolia","Rural",NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,"MICS",NA,NA,NA
"161","Mongolia","Total",NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,"MICS",NA,NA,NA
"162","Montenegro","Urban",5.04683986930818,3.41375586261536,0.340339314200722,1.35821505752448,NA,0.16515372519379,NA,2018,94.2468718594291,NA,NA,NA,NA,"MICS",0.0654866837112684,6.04701778187751,0.0761762347006038
"163","Montenegro","Rural",4.72728254925779,3.0316925355097,0.539479581701482,1.27508002976836,NA,0.0560345048200278,NA,2018,74.2066716055243,NA,NA,NA,NA,"MICS",0,5.18045312300057,0.1285460098157
"164","Montenegro","Total",4.94249188720711,3.28899722084178,0.405366411891649,1.33106821455152,NA,0.129522025526742,NA,2018,87.7029614991025,NA,NA,NA,NA,"MICS",0.0441027163570449,5.76405047729614,0.0932770176070456
"165","Montenegro_Roma_Settlements","Urban",3.32369942196532,3.03468208092486,NA,0.289017341040462,NA,NA,NA,2018,91.7630057803468,NA,NA,NA,NA,"MICS",0.144508670520231,3.46820809248555,NA
"166","Montenegro_Roma_Settlements","Rural",1.85185185185185,1.85185185185185,NA,0,NA,NA,NA,2018,95.679012345679,NA,NA,NA,NA,"MICS",0,1.85185185185185,NA
"167","Montenegro_Roma_Settlements","Total",3.04449648711944,2.81030444964871,NA,0.234192037470726,NA,NA,NA,2018,92.5058548009368,NA,NA,NA,NA,"MICS",0.117096018735363,3.1615925058548,NA
"168","Myanmar","Total",32.7,25.1,0.6,8.7,0,55.5,2,2016,6.3,NA,4.2,NA,NA,"DHS",NA,NA,NA
"169","Myanmar","Total",32.7,25.1,0.6,8.7,0,55.5,2,2016,6.3,NA,4.2,NA,NA,"DHS",NA,NA,NA
"170","Namibia","Total",8.7,5.9,2.2,0.9,NA,0.2,8,2013,51,NA,4.2,NA,NA,"DHS",NA,NA,NA
"171","Namibia","Total",8.7,5.9,2.2,0.9,NA,0.2,8,2013,51,NA,4.2,NA,NA,"DHS",NA,NA,NA
"172","Nepal","Total",26.6,14.8,0.7,15,0.2,2.9,0.6,2022,43.7,8.7,3.9,77,85.7,"DHS",NA,NA,NA
"173","Nepal","Total",26.6,14.8,0.7,15,0.2,2.9,0.6,2022,43.7,8.7,3.9,77,85.7,"DHS",NA,NA,NA
"174","Nepal","Urban",29.0235909181099,11.1547720199969,0.673653849589225,22.8941436044397,0.483062127808222,2.12398577106258,NA,2019,38.3536042977368,NA,NA,NA,NA,"MICS",0.266181410388394,31.1455699638947,6.30124018934571
"175","Nepal","Rural",18.1079377736464,12.1910638318625,0,7.27519389807287,0.44634207283273,3.65219243319738,NA,2019,39.2771864275319,NA,NA,NA,NA,"MICS",0.553486219125981,21.1498114313323,2.91486078822002
"176","Nepal","Total",25.5170819758087,11.4876670338865,0.457251476195913,17.8767629594248,0.471266296681194,2.61490191282162,NA,2019,38.6502928196436,NA,NA,NA,NA,"MICS",0.35847427346049,27.9343963693176,5.21341067562629
"177","Nigeria","Total",NA,NA,NA,NA,NA,NA,4.8,NA,6.9,NA,5.3,NA,NA,"DHS",NA,NA,NA
"178","Nigeria","Total",NA,NA,NA,NA,NA,NA,4.8,NA,6.9,NA,5.3,NA,NA,"DHS",NA,NA,NA
"179","Pakistan","Total",7.1,5.9,0.3,1,0,2.3,4.9,2017,21.6,NA,6.6,NA,NA,"DHS",NA,NA,NA
"180","Pakistan","Total",7.1,5.9,0.3,1,0,2.3,4.9,2017,21.6,NA,6.6,NA,NA,"DHS",NA,NA,NA
"181","Pakistan_Balochistan","Urban",8.14617944411715,6.22602023083885,0.463224117784268,1.26431582867807,0.882866215351214,3.76649601644782,NA,2020,30.5336775288909,NA,NA,NA,NA,"MICS",0.187310057327661,9.72617528369253,2.64091956328024
"182","Pakistan_Balochistan","Rural",5.66357455675417,3.5507650376379,0.384202400010731,0.832656039724734,1.50042930546637,4.93412136827676,NA,2020,13.1612945790349,NA,NA,NA,NA,"MICS",0.271798816742638,9.237982573529,1.98702051541068
"183","Pakistan_Balochistan","Total",6.32937210825205,4.26822852380633,0.40539484447764,0.948420748006862,1.334808108397,4.62098168814683,NA,2020,17.8203082185351,NA,NA,NA,NA,"MICS",0.249140193361164,9.36895630590527,2.16238647364849
"184","Pakistan_Gilgit_Baltistan","Urban",15.6151488990793,13.0224296650168,0.490602717909737,2.48351236425286,0,3.11379420109837,NA,2020,80.053241985083,10.422827719302,NA,41.7693129908885,52.1921407101905,"MICS",0.910674764626927,18.6719885728965,1.52637435599831
"185","Pakistan_Gilgit_Baltistan","Rural",5.63529380039823,5.28855517687439,0.149356361683024,0.338641990787607,0.0957435785122584,1.39321398152964,NA,2020,60.672015296102,11.3580941303377,NA,80.7651611470116,92.1232552773493,"MICS",1.1112282778263,7.32699962364135,0.593122289947426
"186","Pakistan_Gilgit_Baltistan","Total",7.38562751846595,6.64497379759046,0.209206429400971,0.714823698682024,0.0789514295179704,1.69498084519378,NA,2020,64.0712244264749,11.2818319970383,NA,77.5854184179714,88.8672504150098,"MICS",1.07605386166909,9.3171762116309,0.75680227753373
"187","Pakistan_Khyber_Pakhtunkhwa","Urban",4.71202732305333,3.61648531410039,0.172549889357139,1.03937955650826,0.0460791022384301,1.07011509600784,NA,2020,32.4438356142271,NA,NA,NA,NA,"MICS",0.106943702372947,5.47659608140209,0.618487841076518
"188","Pakistan_Khyber_Pakhtunkhwa","Rural",1.55570755392443,1.16531421672847,0.0386362486367141,0.20054226321076,0.209997671931818,1.2673943388168,NA,2020,30.407524205352,NA,NA,NA,NA,"MICS",0.210972294652895,2.84393173373297,0.189610864560479
"189","Pakistan_Khyber_Pakhtunkhwa","Total",2.09716115676689,1.58580248120544,0.06160857987736,0.344441331707207,0.181878119216868,1.23355190059821,NA,2020,30.7568450059961,NA,NA,NA,NA,"MICS",0.193126619877002,3.29565866412278,0.263182936180743
"190","Pakistan_Punjab","Urban",9.00289845151685,6.79247712030515,0.0517546573936546,2.22750151407155,0.0287794320283813,0.77738606192811,NA,2020,19.262973602186,NA,NA,NA,NA,"MICS",0.46475118447265,9.78527866098039,0.468306462940541
"191","Pakistan_Punjab","Rural",2.09491326743526,1.29736965586914,0.0292097436988929,0.72458589748447,0.0541813743279242,0.478880183557418,NA,2020,7.75389181474494,NA,NA,NA,NA,"MICS",0.769855715465396,3.10380147109473,0.138162279268594
"192","Pakistan_Punjab","Total",4.69253242093488,3.36370246055594,0.037687338549913,1.2897293203071,0.0446294470879129,0.591127758852517,NA,2020,12.0816676413551,NA,NA,NA,NA,"MICS",0.65512683976468,5.6161911328321,0.262306849945856
"193","Pakistan_Sindh","Urban",19.2512416366256,15.4068872519288,1.47162884637235,2.98879513519769,0.072637318024061,5.97816250259888,NA,2020,49.7330719731098,NA,NA,NA,NA,"MICS",0.34599657292829,22.4762323636583,3.66692441639124
"194","Pakistan_Sindh","Rural",1.63131602582549,1.31526073740131,0.211801280134325,0.115177102620584,0.0150892201923817,7.24823023738816,NA,2020,31.351906150117,NA,NA,NA,NA,"MICS",0.649555318384615,9.1813926671775,0.558553560923747
"195","Pakistan_Sindh","Total",11.5006394985767,9.2083031599995,0.917459524427431,1.72475631010891,0.0473232264695852,6.53683624039799,NA,2020,41.647617682645,NA,NA,NA,NA,"MICS",0.479525119729605,16.6289733150251,2.2996231955809
"196","Paraguay","Urban",9.43135876078629,2.607809834212,2.80281281365555,4.17559838511461,0.0936922892555181,0.425762418476268,NA,2016,69.6051212060509,5.72881912860282,NA,62.974656257855,68.7034753864578,"MICS",0.302765396625339,20.1758889003421,0.248554561451387
"197","Paraguay","Rural",5.8141345450627,0.877936885805186,4.31976118899787,0.620553982466642,0.0460672548434484,0.584730627438957,NA,2016,73.9127410341107,4.94853564321828,NA,50.036727987682,54.9852636309003,"MICS",0.451155369988376,10.2852126075024,0.108593120585071
"198","Paraguay","Total",8.07885544797001,1.96099925407122,3.37000953154309,2.84634450284498,0.0758849837157292,0.485201650448648,NA,2016,71.2157678622573,5.11400029716575,NA,52.7803075509051,57.8943078480708,"MICS",0.358249358523476,16.4777016566788,0.196222081862376
"199","Peru","Total",78.3,76.9,0.5,0.8,0,0.1,1.7,2012,76.5,NA,3.7,NA,NA,"DHS",NA,NA,NA
"200","Peru","Total",78.3,76.9,0.5,0.8,0,0.1,1.7,2012,76.5,NA,3.7,NA,NA,"DHS",NA,NA,NA
"201","Philippines","Total",15.5,12.9,0.5,2.4,0,6.4,1,2022,18.8,2.7,4.2,23.2,25.9,"DHS",NA,NA,NA
"202","Philippines","Total",15.5,12.9,0.5,2.4,0,6.4,1,2022,18.8,2.7,4.2,23.2,25.9,"DHS",NA,NA,NA
"203","Rwanda","Total",35.4,33.3,1.2,1.8,0,0.2,35.4,2019,11.3,NA,4.3,NA,NA,"DHS",NA,NA,NA
"204","Rwanda","Total",35.4,33.3,1.2,1.8,0,0.2,35.4,2019,11.3,NA,4.3,NA,NA,"DHS",NA,NA,NA
"205","Samoa","Urban",32.2296500196618,31.7086118757374,0.469917420369643,0.644907589461267,NA,1.8305151395989,NA,2020,84.610696028313,NA,NA,NA,NA,"MICS",0.074714903657098,32.8548957923712,2.11167911915061
"206","Samoa","Rural",39.1943220363519,38.651292056745,0.210470090184416,1.74924722295953,NA,7.33458311965575,NA,2020,84.0964575878844,NA,NA,NA,NA,"MICS",0.038741762237052,41.6320018146698,6.32053635232452
"207","Samoa","Total",37.7953575114421,37.2567449398458,0.262584189763256,1.52742314179475,NA,6.22900401580978,NA,2020,84.199750511626,NA,NA,NA,NA,"MICS",0.045967536627521,39.8689812550305,5.47512081150484
"208","Sao_Tome_and_Principe","Urban",NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,"MICS",NA,NA,NA
"209","Sao_Tome_and_Principe","Rural",NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,"MICS",NA,NA,NA
"210","Sao_Tome_and_Principe","Total",NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,"MICS",NA,NA,NA
"211","Sierra Leone","Total",18.3,2,16.3,0.6,0.1,4,17.4,2019,1.8,NA,5.3,NA,NA,"DHS",NA,NA,NA
"212","Sierra Leone","Total",18.3,2,16.3,0.6,0.1,4,17.4,2019,1.8,NA,5.3,NA,NA,"DHS",NA,NA,NA
"213","Sierra_Leone","Urban",11.6834627510188,1.22758626191478,9.83806339876224,0.649479127881526,0.130475288632167,4.24721408357996,NA,2017,4.28572653985735,NA,NA,NA,NA,"MICS",4.71197276359647,18.6638179339408,0.811542321158885
"214","Sierra_Leone","Rural",3.57699802904784,0.318537068125466,3.12690121136923,0.16890615219958,0.0232175972128138,1.85962807403781,NA,2017,0.334512338874825,NA,NA,NA,NA,"MICS",2.3422214925202,7.1374031387352,0.199536896933178
"215","Sierra_Leone","Total",7.21402608778904,0.726389015673818,6.13791600258352,0.384518932465038,0.0713395895469953,2.93083699274529,NA,2017,2.10725513218168,NA,NA,NA,NA,"MICS",3.40542871795627,12.3075020786479,0.474117861182357
"216","Somalia_Northeast_Zone","Total",5.51628240151551,3.94666949891701,2.69345706052159,0.210267047182538,0.187662362867251,0.775884101779347,NA,2011,25.6770981282595,8.36575558283125,NA,61.3273438207094,69.6930994035406,"MICS",0.508322865631169,6.91718534330881,1.49760392730274
"217","Somalia_Somaliland","Total",11.844151230423,1.84931562343329,10.5274092589825,0.211245456918338,NA,0.128340992147505,NA,2011,18.9786481005626,5.69792505944779,NA,59.5467015157132,65.2446265751611,"MICS",0.125546026875788,12.867339681266,0.850754037067687
"218","South Africa","Total",7.3,4.8,1.2,1.4,0,0.1,4.5,2016,70.8,NA,3.4,NA,NA,"DHS",NA,NA,NA
"219","South Africa","Total",7.3,4.8,1.2,1.4,0,0.1,4.5,2016,70.8,NA,3.4,NA,NA,"DHS",NA,NA,NA
"220","South_Sudan","Total",7.67005222268945,0.924906904460038,5.99317230011822,1.17909224401166,0.0461959573870005,1.57729603743657,NA,2010,1.47822907918792,8.62647681972823,NA,85.7270102170648,94.3534870367931,"MICS",1.09402466403842,9.98494618292587,0.667795149912854
"221","Sudan","Urban",4.13789923767121,1.18903931423612,1.52559022285845,1.40870818959109,0.214315936330953,3.17096589777008,NA,2014,57.3712094899011,5.49925787654717,NA,19.3852396085124,24.8844974850595,"MICS",19.8700529786198,26.3206508383224,0.706564219100039
"222","Sudan","Rural",4.49656530453326,2.68556646942533,1.16760031983136,0.511130779028383,0.224800001595999,4.45189976047454,NA,2014,26.2876675270787,11.9298820234558,NA,39.550580263309,51.4804622867648,"MICS",23.5831955134681,30.6648695742461,0.214684495377526
"223","Sudan","Total",4.38982370504191,2.24018923141479,1.27414068810531,0.778256267951766,0.221679868416534,4.07068463593285,NA,2014,35.5383530351785,10.8135395438688,NA,36.0499206268541,46.8634601707228,"MICS",22.4781376060485,29.3692203730929,0.361071436653714
"224","Suriname","Urban",24.9378553057586,18.076010374576,0.519379263464223,7.55222200844057,0,5.96111259678085,NA,2018,77.6481045270566,NA,NA,NA,NA,"MICS",0.929338628279195,30.3532701845865,3.00397882758486
"225","Suriname","Rural",25.9645483460132,23.5656148106284,0.391117550787546,2.51332155209379,0,5.56095849844533,NA,2018,54.3002011145078,NA,NA,NA,NA,"MICS",3.33588222252062,33.1512102859396,2.07677893681902
"226","Suriname","Other",9.66840224322642,7.54393548485015,0.588314301600968,1.54471349458355,0.140332705250794,5.58293026637781,NA,2018,19.3409246570504,NA,NA,NA,NA,"MICS",2.57667777841919,17.1603132942143,0.824818688117936
"227","Suriname","Total",23.8875672658272,18.172456495994,0.502896598545097,6.20457593282892,0.0112725210072197,5.86203570101612,NA,2018,68.9560805777086,NA,NA,NA,NA,"MICS",1.47482090517471,29.7725997440247,2.66975117132796
"228","Tajikistan","Urban",34.6943511674676,28.1550376098888,0.376067902811674,0.229220702734581,0.25399652522447,0.217128662221296,NA,2005,26.0110711398703,0.050857934584141,NA,0.815705567764116,0.866563502348258,"MICS",4.7348423289222,29.0453839909429,0.68036507061094
"229","Tajikistan","Rural",64.2562159909133,52.173642008174,0.0233939703262424,0,1.10044987880836,0.0219325999112419,NA,2005,13.2222545448497,0.0805029991967665,NA,0.774190037063112,0.854693036259878,"MICS",8.80440298018551,53.0433795924089,0.572285224831165
"230","Tajikistan","Total",98.9505671583809,80.3286796180625,0.399461873137918,0.229220702734582,1.35444640403283,0.239061262132539,NA,2005,39.23332568472,0.07694036808795,NA,0.779179215636581,0.856119583724531,"MICS",13.5392453091078,82.0887635833514,1.25265029544211
"231","Tanzania","Total",22.4,20.8,1.6,1,0.1,8.7,12.7,2022,21.3,5.3,4.5,78.9,84.2,"DHS",NA,NA,NA
"232","Tanzania","Total",22.4,20.8,1.6,1,0.1,8.7,12.7,2022,21.3,5.3,4.5,78.9,84.2,"DHS",NA,NA,NA
"233","Thailand","Urban",19.83615913558,6.19639334804641,0.0035314962024422,16.5235188364688,0.0474908179692137,0.402841158666886,NA,2022,24.0697480860299,NA,NA,NA,NA,"MICS",0.42326331763297,26.1790047178231,3.04394771049984
"234","Thailand","Rural",10.5996020530522,5.11958784542206,0.00189316841072408,6.01955163571039,0.392621878373755,0.946164700749052,NA,2022,14.411394698355,NA,NA,NA,NA,"MICS",1.79274830613232,13.903685457576,1.30457438663645
"235","Thailand","Total",15.9469567678046,5.74298690308847,0.00284165167814476,12.1006528547816,0.192813856123472,0.631616360016668,NA,2022,19.7075558775631,NA,NA,NA,NA,"MICS",0.999907213439097,20.634295563263,2.3115563238422
"236","Timor-Leste","Total",78.1,77.1,1.1,0.6,0.4,39.3,7.7,2016,32.5,NA,5.3,NA,NA,"DHS",NA,NA,NA
"237","Timor-Leste","Total",78.1,77.1,1.1,0.6,0.4,39.3,7.7,2016,32.5,NA,5.3,NA,NA,"DHS",NA,NA,NA
"238","Tonga","Urban",23.6457687723745,21.3906972554472,0.631131905948734,2.55420015414808,NA,0,NA,2019,6.79158050816561,NA,NA,NA,NA,"MICS",0,24.765643369503,0.930260543169559
"239","Tonga","Rural",22.2025766249784,20.5815728676,1.45509442994562,1.44018536024854,NA,0.331103233418728,NA,2019,5.92881152385079,NA,NA,NA,NA,"MICS",0.546215782309124,23.3816866467214,1.00518280741123
"240","Tonga","Total",22.5318717008083,20.7661918576164,1.26708980262679,1.69437160058718,NA,0.255554967338632,NA,2019,6.12567067294347,NA,NA,NA,NA,"MICS",0.421584999235947,23.6974658967651,0.988087694519056
"241","Tunisia","Urban",5.16063239820306,0.65373003434042,3.65295250098771,1.06328417083047,0,1.23261304122268,NA,2023,37.2461154180287,NA,NA,NA,NA,"MICS",0,6.20849133966142,0.833230035568128
"242","Tunisia","Rural",8.87610938516475,0.257512811957873,8.53390511312712,0.0654854325522562,0.0277179656001618,4.22610401817757,NA,2023,48.3394639152217,NA,NA,NA,NA,"MICS",0.276511940101707,11.5078110463414,1.79515863674347
"243","Tunisia","Total",6.30033322948536,0.532192719130928,5.15015616259721,0.757215244698201,0.00850232380575055,2.15084888734526,NA,2023,40.648935176656,NA,NA,NA,NA,"MICS",0.0848184201111531,7.83802252910871,1.12829600697391
"244","Turkmenistan","Urban",46.4732472511232,41.497024639502,0.020827966859651,6.87563344218742,0.0518784487047647,0.146260140415723,NA,2019,52.15204610519,NA,NA,NA,NA,"MICS",12.8607769263449,49.7344069141421,1.96528134768107
"245","Turkmenistan","Rural",59.2659054820099,57.1024440788006,0,2.93527723355897,0,0.07722751468459,NA,2019,12.4724203882403,NA,NA,NA,NA,"MICS",19.1466366612731,64.5911831964174,0.849043345034223
"246","Turkmenistan","Total",52.9620421769778,49.4125309123944,0.0102634381092097,4.87697429635985,0.0255642449918939,0.111244857158872,NA,2019,32.0254274333713,NA,NA,NA,NA,"MICS",16.0491412222157,57.2701803878859,1.39909413647791
"247","Tuvalu","Urban",18.475073313783,18.475073313783,NA,0,NA,0.293255131964809,NA,2019,12.9032258064516,NA,NA,NA,NA,"MICS",NA,76.829268292683,0.293255131964809
"248","Tuvalu","Rural",18.0790960451977,17.5141242937853,NA,0.564971751412429,NA,0,NA,2019,3.954802259887,NA,NA,NA,NA,"MICS",NA,72.7272727272727,0
"249","Tuvalu","Total",18.295409973355,18.0390702282256,NA,0.25633974512939,NA,0.160199017924042,NA,2019,8.84313500456357,NA,NA,NA,NA,"MICS",NA,74.9342984149284,0.160199017924042
"250","Uzbekistan","Urban",18.5157967036172,17.9194764100026,0.211323761467046,1.69373900225002,NA,0.123728440063468,NA,2022,66.8680334375406,NA,NA,NA,NA,"MICS",1.97786520560053,69.099973722582,1.38140669952541
"251","Uzbekistan","Rural",18.2422631158794,17.8381138009907,0.274787994744797,1.29067401805752,NA,0.0718945170069704,NA,2022,44.2010151123356,NA,NA,NA,NA,"MICS",1.80144114933447,66.4413443431432,1.2245845666867
"252","Uzbekistan","Total",18.3794878042912,17.8789313063008,0.242949639137842,1.49288123993107,NA,0.0978982483930153,NA,2022,55.4512381689744,NA,NA,NA,NA,"MICS",1.88994851089722,67.7608903511137,1.30325815296491
"253","Vanuatu","Urban",26.2643918573809,25.9900893403354,0.0727447431240927,0.50803254658476,0,6.86041212117778,NA,2023,74.7817910451979,NA,NA,NA,NA,"MICS",4.22117213765885,28.4953992091383,6.12918097336131
"254","Vanuatu","Rural",22.4676558869321,20.7167474774907,0.181809815957243,1.71336804711761,0.308955539096886,5.11420636572654,NA,2023,30.2621670187188,NA,NA,NA,NA,"MICS",2.26673078946433,25.0518562028023,4.23349898558996
"255","Vanuatu","Total",23.314874483243,21.8934617198505,0.157472606672361,1.44440474316565,0.240013985037438,5.5038615855043,NA,2023,40.1964510114878,NA,NA,NA,NA,"MICS",2.70285251835915,25.8202619320579,4.65650891971018
"256","Viet_Nam","Urban",71.7254565021428,63.1390221574763,0.344157974598779,32.4694248054004,0.0359505412909941,0.452206347585599,NA,2021,56.7671009837966,NA,NA,NA,NA,"MICS",0.742629576624042,71.9926779229246,24.6967984273536
"257","Viet_Nam","Rural",79.6946037593029,71.4747875083046,0.153782431147594,33.5124005694027,0.433322184820668,0.285642934911338,NA,2021,22.4399081210828,NA,NA,NA,NA,"MICS",4.50862635368633,80.6245513678392,26.0194532682738
"258","Viet_Nam","Total",76.8677231640702,68.5178571672951,0.221313989069991,33.1424277412679,0.292363290231247,0.344727660537603,NA,2021,34.616728583927,NA,NA,NA,NA,"MICS",3.17272141088089,77.5630729381345,25.5502704080092
"259","Yemen","Urban",7.74072589883796,1.15811514868073,0.45707180578706,6.48473292966222,0.0603853033793048,0.754936350485503,NA,2023,34.3903376529427,NA,NA,NA,NA,"MICS",1.03535246805649,9.61324976519906,0.603043810264202
"260","Yemen","Rural",4.70950675075871,0.869555827398713,0.354338884978277,3.39105351915976,0.218681945048098,3.87720215383881,NA,2023,29.8332059939209,NA,NA,NA,NA,"MICS",0.92163582051578,9.24053844092162,0.402284214940492
"261","Yemen","Total",5.67268004856002,0.961245876686846,0.386982386254277,4.37407363568344,0.168383008897731,2.88509867879523,NA,2023,31.281239710426,NA,NA,NA,NA,"MICS",0.957769413329782,9.35896211655727,0.466075802432847
